name,adress,phone,mail,website_url,inventory
Monarch Watch Milkweed Market,,(785) 864-4441,monarch@ku.edu,https://shop.milkweedmarket.org/,"['Heart Leaf Milkweed', 'Showy Milkweed', 'Narrow Leaf Milkweed']"
Curious Flora Nursery,"740 Market Ave Richmond, CA 94801",341-215-8734,contact@curiousflora.com,https://www.curiousflora.com/,"['Canyon Dudleya', 'Narrow Leaf Milkweed', 'Sierra Salmon California Fuchsia', 'Punch Bowl Godetia', 'Elegant Clarkia', 'Elizabeth Bush Anemone', 'Coastal Tarweed', 'Scarlet Larkspur', 'Sand Dune Sedge', 'Yankee Point Carmel Ceanothus', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Valley Violet Mountain Lilac', 'Low Bush Monkeyflower', ""David's Choice Sagebrush"", 'Large Flowered Collomia', 'Ron Clendenen Manzanita', 'Sunset Manzanita', 'Indian Rhubarb', 'Howard McMinn Manzanita', 'Marin Pink California Fuchsia', ""Van Houtte's Columbine"", 'Bright Green Dudleya', ""Hearst's Ceanothus"", 'Davis Showy Milkweed', 'Bluff Lettuce', 'Silver Carpet Aster', 'Canyon Gray Sagebrush', 'Desert Candle', 'Blue Jeans Mountain Lilac', 'Dark Star Ceanothus', 'Aurora Farewell-to-Spring', 'Pismo Clarkia', 'Fort Miller Clarkia', 'Red Ribbons', 'Deer Fern', 'Purple Chinese Houses', 'Western Redbud', 'Sacred Datura', 'Yerba Buena', 'Beach Primrose', 'Scarlet Farewell-to-Spring', 'Julia Phelps Mountain Lilac', 'Chalk Dudleya', 'Creeping Wild Rye', 'Shamini Farewell-to-Spring', ""Wayne's Silver Fuchsia"", 'Clustered Field Sedge', 'Showy Milkweed', 'Ray Hartman Ceanothus', 'Bush Anemone', 'California False Indigo', 'Coast Dudleya', 'Cobweb Thistle', 'California Sagebrush', 'Wheeler Canyon Mountain Lilac', ""Tracy's Clarkia"", ""Everett's Choice California Fuchsia"", 'California Fuchsia', 'Dwarf Coyote Bush']"
Rana Nursery,"7495 Williams Ranch Road Carmel, California 93923",(831) 659-2830,nursery@rananursery.com,http://www.rananursery.com,"['', 'Common Yarrow', 'Elizabeth Bush Anemone', 'Spice Bush', 'Creek Dogwood', 'Male Fern', 'Frosty Blue Ceanothus', 'Sand Dune Sedge', 'Joyce Coulter Mountain Lilac', 'California Oatgrass', 'Emerald Carpet Manzanita', 'Tall Flatsedge', 'Yerba Mansa', 'Coyote Bush', 'Pigeon Point Coyote Brush', 'Valley Violet Mountain Lilac', 'California Buckeye', 'Leafy Reed Grass', 'Round Fruit Sedge', 'Thrift Seapink', 'Howard McMinn Manzanita', 'Box Elder', 'Buckbrush', ""Hearst's Ceanothus"", 'Concha Ceanothus', 'Eleanor Monkeyflower', 'Wild Ginger', 'Desert Agave', 'Dr. Hurd Manzanita', 'Blue Jeans Mountain Lilac', 'Carmel Creeper Ceanothus', 'Dark Star Ceanothus', 'Joan Mirov Mountain Lilac', 'Mugwort', 'Skylark Mountain Lilac', 'Popcorn Mountain Lilac', 'Blue Grama', 'Deer Fern', 'Western Redbud', 'Dune Sagewort', 'Yerba Buena', 'Foothill Sedge', 'Julia Phelps Mountain Lilac', 'White Alder', 'Clustered Field Sedge', 'Showy Milkweed', 'Ray Hartman Ceanothus', 'Bush Anemone', 'Snow Flurry Mountain Lilac', 'Red Velvet Yarrow', 'Chamise', 'Blueblossom Ceanothus', 'Beaked Hazelnut', 'Paprika Common Yarrow', 'Pacific Madrone', 'Coast Dudleya', 'Pink Sand Verbena', 'Montara Sagebrush', 'Saltgrass', 'Beach Bur']"
Sloat Garden Center,"1555 Kirkner Pass Rd. Concord, CA 94521",(925) 681-0550,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"6740 Alhambra Ave. Martinez, CA 94553",(925) 935-9125,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"800 Camino Ramon Rd. Danville, CA 94526",(925) 837-9144,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"2895 Conta Costa Blvd Pleasant Hill, CA 94523",(925) 939-9000,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"2000 Novato Blvd. Novato, CA 94947",(415) 897-2169,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"700 Sir Frances Drake Blvd. Novato, CA 94904",(415) 454-0262,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"401 Miller Ave Mill Valley, CA 94941",(415) 388-0365,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"828 Diablo Rd. Danville, CA 94526",(925) 743-0288,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"657 E. Blithedale Ave. Mill Valley, CA 94941",(415) 388-0102,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"3237 Pierce St San Francisco, CA 94123",(415) 440-1000,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"327 3rd Ave San Francisco, CA 94118",(415) 752-1614,gardenguru@sloatgardens.com,http://sloatgardens.com,
Sloat Garden Center,"2700 Sloat Blvd San Francisco, CA 94116",(415) 566-4415,gardenguru@sloatgardens.com,http://sloatgardens.com,
DW Farms,"2130 Presidio Way San Miguel, CA 93451",(714) 717-9671,dessie@dwfarms.org,http://dwfarms.org,"['', 'Narrow Leaf Milkweed', 'Showy Penstemon', 'Deergrass', 'California Melicgrass', 'Yankee Point Carmel Ceanothus', 'Fragrant Pitcher Sage', 'Blue Springs Foothill Penstemon', ""David's Choice Sagebrush"", 'Desert Penstemon', 'Prostrate Coyote Brush', 'Marin Pink California Fuchsia', 'Siskiyou Oregon Sunshine', 'GMR White Foothill Penstemon', 'Allen Chickering Sage', 'California Aster', 'Idaho Fescue', 'Canyon Gray Sagebrush', 'California Fescue', 'Wild Marigold', ""Bee's Bliss Sage"", 'Chaparral Yucca', 'Bush Monkey Flower', 'Yerba Buena', 'Julia Phelps Mountain Lilac', 'Pink And White Coral Bells', 'Clustered Field Sedge', 'Red Velvet Yarrow', 'Anchor Bay Mountain Lilac', 'W.R. Seaside Daisy', 'Marian Sampson Coyote Mint', ""Everett's Choice California Fuchsia"", 'Catalina Currant', 'Russian River Coyote Mint', 'Dwarf Coyote Bush', 'Red Bush Monkeyflower']"
Blue Moon Native Garden,"Carmel Valley, CA 93924",(831) 224-7472,info@bluemoonnative.com,http://www.bluemoonnative.com,
DesertStrawHouse Native Plant Nursery,"16300 Bennett Road Sky Valley, CA 92241",(760) 507-7258,desertstrawhouse@gmail.com,http://DesertStrawHouse.com,"['Narrow Leaf Milkweed', 'Fairyduster', 'Pencil Cholla', 'Deer Plant', 'Broom Baccharis', ""Engelmann's Hedgehog Cactus"", 'Linear Leaved Goldenbush', 'Coyote Melon', 'Cane Cholla', 'Mulefat', 'Purple Three Awn', 'Apache Plume', 'Lanceleaf Liveforever', 'Brittlebush', 'Buck Horn Cholla', 'Skeleton Milkweed', 'Desert Lavender', 'Desert Baccharis', 'California Croton', 'Chuparosa', 'Desert Agave', 'White Bursage', 'Interior California Buckwheat', 'Wild Marigold', 'Whitestem Milkweed', 'Chaparral Yucca', 'Bush Monkey Flower', 'Big Galleta', 'Paleface', 'Spiny Rush', 'Fish Hook Cactus', 'Baja Desert Thorn', 'Sacred Datura', 'Desert Willow', 'Creosote Bush', 'Mountain Ephedra', 'California Barrel Cactus', 'Shadscale', ""Palmer's Indian Mallow"", 'Sweetbush', 'Hairy Sand Verbena', 'California Sagebrush', 'Desert Milkweed', 'Acton Encelia', 'California Fuchsia', 'Ocotillo', 'Cheesebush', 'Golden Cholla']"
Larner Seeds,"235 Grove Road Bolinas, CA 94924",(415) 868-9407,info@larnerseeds.com,http://www.larnerseeds.com,"['Narrow Leaf Milkweed', 'Purple Clarkia', 'Punch Bowl Godetia', 'Coast Buckwheat', 'Red Maids', 'Common Yarrow', 'Elegant Clarkia', 'California Bottle Brush Grass', 'Tufted Hairgrass', 'Slender Wheatgrass', 'California Oatgrass', 'Morning Glory', 'Thingrass', 'Coyote Bush', 'Common Camas', 'Firecracker Brodiaea', 'Hairgrass', 'Leafy Reed Grass', 'Thrift Seapink', ""St. Catherine's Lace"", 'Soap Plant', 'Pacific Reedgrass', 'California Goosefoot', 'California Aster', 'Farewell To Spring', 'Red-flowered Buckwheat', 'California Brome Grass', 'Vine Maple', 'Mugwort', 'Fort Miller Clarkia', 'Bush Monkey Flower', 'Red Ribbons', ""Virgin's Bower"", 'Coastal Mugwort', 'Woollypod Milkweed', 'Blue Wildrye', 'Ruby Chalice Clarkia', 'Purple Chinese Houses', 'Dune Sagewort', 'Beach Primrose', 'Creeping Wild Rye', 'Large Camas', 'Candy Flower', 'Blow Wives', 'Showy Milkweed', 'Clustered Field Sedge', 'Dutchmans Pipe', 'Winecup Clarkia', ""Purple Owl's Clover"", 'Western Columbine', 'Blueblossom Ceanothus', 'Seaside Daisy', 'California Hairgrass', 'California Vanilla Grass', 'Ookow', 'Cobweb Thistle', 'California Sagebrush', 'Slender Sedge', 'Rooreh', 'California Buckwheat']"
Wild At Heart Nursery,"65901 Drive Thru Tree Rd Leggett, CA 95585",(707) 354-1458,Wildatheartnatives@yahoo.com,http://www.wildatheartnatives.com,"['Sugar Bush', 'Narrow Leaf Milkweed', 'Coast Buckwheat', 'Showy Penstemon', 'Santa Cruz Island Buckwheat', 'Chaparral Clematis', 'California Buckeye', 'Black Sage', 'Thrift Seapink', 'Sea Cliff Buckwheat', ""Bolander's Phacelia"", 'Golden Currant', 'Coyote Mint', ""Grinnell's Beardtongue"", 'White Sage', 'Purple Sage', 'Wild Ginger', 'Red-flowered Buckwheat', 'Bush Monkey Flower', 'Island Morning Glory', 'Island Alum Root', 'Red Flowering Currant', 'Sacred Datura', 'Climbing Penstemon', 'Crevice Alumroot', 'Humboldt County Fuchsia', 'Showy Milkweed', 'Prairie Flax', 'Foothill Penstemon', 'Seaside Daisy', 'Bleeding Heart', 'Flannel Bush', 'Hummingbird Sage', 'California Fuchsia', 'Rock Phacelia', 'Slender Cinquefoil', 'Yellow Eyed Grass']"
Healthy Harvesters,"18582 beach blvd #7 huntington beach, ca 92648",(714) 853-0393,hhplantnursery@gmail.com,https://hhplantnursery.com/,
Yerba Buena Nursery,"12511 San Mateo Rd. Half Moon Bay, CA 94019",(650) 851-1668,kathy@nativeplants.com,https://www.yerbabuenanursery.com/,"['Narrow Leaf Milkweed', 'Island Manzanita', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Woolly Leaf Manzanita', 'Spice Bush', 'Frosty Blue Ceanothus', 'Sand Dune Sedge', 'Lester Rowntree Manzanita', 'Morro Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Pigeon Point Coyote Brush', 'Twin Peaks No. 2 Dwarf Coyote Brush', 'Sierra Columbine', 'Western Serviceberry', 'California Buckeye', 'Kings Mtn. Manzanita', 'Big Berry Manzanita', ""David's Choice Sagebrush"", 'Leafy Reed Grass', 'Thrift Seapink', 'Centennial Ceanothus', 'Howard McMinn Manzanita', 'John Dourley Manzanita', 'Concha Ceanothus', 'Desert Agave', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Blue Jeans Mountain Lilac', 'Dark Star Ceanothus', 'Joan Mirov Mountain Lilac', 'Vine Maple', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'Sentinel Vine Hill Manzanita', 'Quailbush', 'Blue Ray Ceanothus', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', ""Stanford's Manzanita"", 'Dutchmans Pipe', 'Clustered Field Sedge', ""Louis Edmunds Baker's Manzanita"", 'Bush Anemone', 'Five Finger Fern', 'Pacific Madrone', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Island Pink Yarrow', 'Rosy Dawn Little Sur Manzanita', 'St. Helena Manzanita']"
Devil Mountain Wholesale Nursery - Farmington,"28915 E. Funck Road Farmington, CA 95230",(209) 886-5511,farmington@devilmountainnursery.com,https://devilmountainnursery.com/,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - Orange,"1555 N. Glassell Street Orange, CA 92867",(714) 921-1003,orange@devilmountainnursery.com,https://devilmountainnursery.com/,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - Vista,"545 Smilax Road Vista, CA 92081",(760) 305-0427,vista@devilmountainnursery.com,https://devilmountainnursery.com/,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - San Juan Capistrano,"31461 Avenida De La Vista San Juan Capistrano, CA 92675",(949) 496-9356,SanJuanCapistrano@devilmountainnursery.com,http://devilmountainnursery.com,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - Carmel Valley,"4343 Carmel Valley Road San Diego, CA 92130",(858) 794-1858,CarmelValley@devilmountainnursery.com,https://devilmountainnursery.com,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - Clements,"16950 E Liberty Rd Clements, CA 95227",(209) 759-3003,clements@devilmountainnursery.com,https://devilmountainnursery.com/,
Devil Mountain Wholesale Nursery - San Ramon,"9885 Alcosta Blvd San Ramon, CA 94583",(925) 829-6006,sanramon@devilmountainnursery.com,https://devilmountainnursery.com/,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - Petaluma,"499 Pepper Road Petaluma, CA 94952",(707) 835-0250,Petaluma@devilmountainnursery.com,https://devilmountainnursery.com/,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Devil Mountain Wholesale Nursery - Oceanside,"5708 N. River Road Oceanside, CA 92057",(760) 732-3501,Oceanside@devilmountainnursery.com,http://devilmountainnursery.com,"['Black Butte Yarrow', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Sand Dune Sedge', 'Mulefat', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Calistoga Yarrow', 'Purple Three Awn', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Warren Roberts Pajaro Manzanita', 'Compacta Oregon Grape', 'Pacific Reedgrass', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Vine Maple', 'Mugwort', 'Green Supreme Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Big Leaf Maple', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Austin Griffiths Manzanita', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'Oregon Grape', 'California Sagebrush', 'Valley Sedge', 'Rosy Dawn Little Sur Manzanita', 'Blue Grama', 'St. Helena Manzanita', 'Torrent Sedge', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
